evar69,evar66,product,units,segment.id,segment.name
49268,50008362,National Trust Fishbone Throw Seafoam Green,1,,
49269,50032342,Joint Annual Gift Membership,1,,
49270,500372021,National Trust Sports Navy T-Shirt,1,,
49272,50036992,National Trust Dry Gin,1,,
49272,50043569,Orange and Ginger Christmas Marmalade,1,,
49272,50044647,National Trust Jingle Berry Jam,1,,
49273,30065001,Rabbit Bristle Tree Decoration Silver,1,,
49273,30084948,Twig Hedgehog Christmas Tree Decoration,1,,
49273,50031287,Felt Barn Owl Christmas Tree Decoration,1,,
49273,50035698,National Trust Alfriston Medium Jute Bag,1,,
49273,50035699,National Trust Alfriston Junior Jute Bag,2,,
49273,50038344,National Trust Into The Woods Clipboard Note Pad and Pencil Set,1,,
49273,50039066,Nature Fun Periscope,1,,
49273,50045180,White Bristle Squirrel Decoration,1,,
49274,50006791,National Trust Alex Clark Betty Dog Christmas Cards Pack of 10,1,,
49275,50042376,National Trust Robert Gillmor Sunset Birds Mini Notecards Pack of 20,2,,
49276,50036994,National Trust Gooseberry and Elderflower Wine,1,,
49276,50043578,National Trust Mulled Cider 750ml,1,,
49276,50043579,National Trust Christmas Mead 750ml,2,,
49276,50043580,National Trust Ginger Wine 750ml,1,,
49276,50043730,National Trust Luxury Brandy Mince Pies,1,,
49276,50043925,National Trust Blue Spruce and Frosted Pine Fragranced Boxed Candle,1,,
49276,50043933,National Trust Petworth Trailing Floral Photo Frame,2,,
49276,50044366,National Trust Limited Edition Knightshayes Bauble,1,,
49276,50045560,National Trust Christmas Pudding Flavour Truffles,4,,
49277,30034558,National Trust Antony Guidebook,1,,
49277,30078525,National Trust Glendurgan Garden Guidebook,1,,
49277,50028706,National Trust Montacute House Guidebook,1,,
49277,50031121,National Trust Tyntesfield Guidebook,1,,
49277,50045810,National Trust Cragside Guidebook 2019,1,,
49278,50043942,National Trust Petworth Trailing Floral Mug Leaf,4,,
49278,500452121,Padded Gloves Black,1,,
49279,50006791,National Trust Alex Clark Betty Dog Christmas Cards Pack of 10,8,,
49279,50029515,National Trust Three Robins Christmas Card Pack 10,1,,
49280,500446261,Men's Nappa Sheepskin Gloves Tan,1,,
49282,50033355,Terracotta Acorn Bird Feeder,2,,
49284,50044655,Merino Scroll Throw Blue and White,1,,
49286,30063458,Cast Iron Armillary Sundial,1,,
49287,50008383,Woods: A Celebration by Robert Penn,1,,
49288,30056972,National Trust Illusion Throw Grey,1,,
49288,30076947,National Trust Fishbone Throw Blue,1,,
49289,50008362,National Trust Fishbone Throw Seafoam Green,1,,
49289,50043706,National Trust Silk Scarf Knightshayes Trailing Floral Navy-Tan,1,,
49289,50044637,National Trust Men's Brushed Two Tone Scarf Charcoal,1,,
49290,30080944,National Trust Christmas Blessings Christmas Cards Pack of 10,2,,
49290,50002575,National Trust Stilton Wafers,1,,
49290,50006791,National Trust Alex Clark Betty Dog Christmas Cards Pack of 10,2,,
49290,50028820,National Trust Moonlit Owl Christmas Cards Pack of 10,2,,
49290,50042797,National Trust Moonlit Hare Christmas Cards Pack of 10,2,,
49290,50042803,National Trust Mistletoe Hare Christmas Cards Pack of 10,2,,
49290,50042807,National Trust Garden Christmas Cards Pack of 10,1,,
49291,50036052,Hand-blown Carafe Pearl White,2,,
49291,50036797,National Trust Rosemary Leaf and Orange Lip Balm 15g,2,,
49291,50043732,National Trust Almond Marzipan Fruits,1,,
49291,50044358,National Trust Inspiritus Tin Candle,2,,
49291,50047178,Stonehenge and Avebury Walking Challenge Pack,1,,
49292,50023226,National Trust Visitor's Passport Grey,2,,
49293,30076080,Bird Cage Tea Light Lantern,1,,
49293,30085945,Cast Iron Sculpture Bunny,1,,
49293,50029878,Cast Iron Sculpture Hedgehog,1,,
49294,50032343,Young Person Annual Gift Membership (aged 18-25),2,,
49295,300760791,Cast Iron Listening Mouse,1,,
49295,300760792,Cast Iron Talking Mouse,1,,
49295,30078991,Dog Tail Cast Iron Hooks,1,,
49295,30082857,National Trust Men's Leather Gloves Black,1,,
49295,50006791,National Trust Alex Clark Betty Dog Christmas Cards Pack of 10,1,,
49295,50023153,Children's Long Handled Gardening Brush,1,,
49295,50043456,Christmas Tree Cookie Cutter Stainless Steel,1,,
49295,50043457,Star Cookie Cutter Stainless Steel,2,,
49296,50006791,National Trust Alex Clark Betty Dog Christmas Cards Pack of 10,6,,
49298,50032340,Family With Two Adults Annual Gift Membership,1,,
49299,50042817,National Trust Family Organiser 2020,1,,
49302,50008379,Aged Terracotta Pinecone Sculpture,2,,
49304,30091406,National Trust Beehive Throw Dusky Pink,1,,
49305,50045534,Ladies Bamboo Teal Gardening Gloves Small,1,,
49306,30094842,Fairy Garden Magic Painting Book,1,,
49306,50037890,Who's Hiding in the Woods?,1,,
49306,50042247,Dinosaurs Magic Painting Book,1,,
49306,50042817,National Trust Family Organiser 2020,2,,
49307,50032341,Individual Annual Gift Membership (aged 26 or over),1,,
49309,50023365,National Trust Sour Cherry Curd,3,,
49309,50031161,Feather Birds with Clip Tree Decorations Set of 3,2,,
49309,50031181,Rust Woodland Christmas Wreath,1,,
49309,50042802,National Trust Robin Christmas Cards Pack of 10,1,,
49309,50042803,National Trust Mistletoe Hare Christmas Cards Pack of 10,1,,
49309,50043569,Orange and Ginger Christmas Marmalade,1,,
49309,50043576,National Trust Salted Caramel Cone,1,,
49309,50043729,National Trust Cranberry and Orange Biscuit Tube,1,,
49309,50043733,National Trust Mulled Christmas Gin and Wild Berry Gift Set,1,,
49309,50043736,National Trust Chocolate Snowman Lolly,2,,
49309,50044645,National Trust Toffee Apple Curd,2,,
49309,50044647,National Trust Jingle Berry Jam,1,,
49311,50008362,National Trust Fishbone Throw Seafoam Green,1,,
49312,50047382,National Trust Taste of Christmas Hamper,1,,
49313,50008382,National Trust Favourite Poems,2,,
49314,50044761,National Trust Leather Backpack Navy,1,,
49315,50042817,National Trust Family Organiser 2020,1,,
49316,50038885,National Trust Landscapes Notecards pack of 8,1,,
49316,50043569,Orange and Ginger Christmas Marmalade,4,,
49316,50043595,National Trust Christmas Day Pickle,4,,
49316,50044647,National Trust Jingle Berry Jam,4,,
49317,50042534,National Trust Snowy Forest Christmas Cards Pack of 10,7,,
49317,50042797,National Trust Moonlit Hare Christmas Cards Pack of 10,7,,
49318,50042380,National Trust Annie Soudain Notecards Pack of 20,1,,
49319,50008362,National Trust Fishbone Throw Seafoam Green,1,,
49320,50001517,Seville Orange with Whisky Marmalade,1,,
49320,50045655,Combined Mini Gift Pack Set of 3,1,,
49321,50007233,Ergo Deadheader with Finger Loop,1,,
49322,50043931,National Trust Petworth Trailing Floral Porcelain Vase Large,1,,
49323,50043766,National Trust Meadow Check Charcoal Throw,1,,
49324,50044655,Merino Scroll Throw Blue and White,1,,
49325,50043924,National Trust Blue Spruce and Frosted Pine Reed Diffuser,1,,
49325,50043925,National Trust Blue Spruce and Frosted Pine Fragranced Boxed Candle,1,,
49325,50043926,National Trust Blue Spruce and Frosted Pine Fragranced Gel Candle,1,,
49325,50043928,National Trust Blue Spruce and Frosted Pine Inclusion Candle,1,,
49326,50031185,National Trust Herringbone Throw Petrol Blue,1,,
49327,50042535,National Trust Sheep In Snow Christmas Cards Pack of 10,1,,
49328,30080944,National Trust Christmas Blessings Christmas Cards Pack of 10,2,,
49328,50006791,National Trust Alex Clark Betty Dog Christmas Cards Pack of 10,3,,
49328,50042797,National Trust Moonlit Hare Christmas Cards Pack of 10,2,,
49330,50006791,National Trust Alex Clark Betty Dog Christmas Cards Pack of 10,1,,
49330,50042534,National Trust Snowy Forest Christmas Cards Pack of 10,1,,
49330,50042807,National Trust Garden Christmas Cards Pack of 10,1,,
49332,50042806,National Trust Large Value Pack Christmas Cards Pack of 30,1,,
49333,50008362,National Trust Fishbone Throw Seafoam Green,1,,
49334,500452161,Waterproof Knit Gloves Charcoal,1,,
49335,50037040,Michael Price Tender Symmetry CD,1,,
49336,50001447,National Trust Book of Scones,2,,
49336,50038871,National Trust Sutton Lane Meadows Gardening Gloves,1,,
49336,50043702,Pleated Scarf Grey and Duck Egg,1,,
49336,50044367,National Trust Christmas Pudding Milk Chocolate Bar,1,,
49337,50042817,National Trust Family Organiser 2020,1,,
49338,50028833,National Trust Cat in Snow Christmas Cards Pack of 10,1,,
49338,50044761,National Trust Leather Backpack Navy,1,,
49339,50006791,National Trust Alex Clark Betty Dog Christmas Cards Pack of 10,1,,
49339,50028820,National Trust Moonlit Owl Christmas Cards Pack of 10,1,,
49339,50029515,National Trust Three Robins Christmas Card Pack 10,1,,
49340,30047378,Upright Heron Sculpture,1,,
49341,50028390,Outdoor Gothic Metal Mirror,1,,
49342,50043706,National Trust Silk Scarf Knightshayes Trailing Floral Navy-Tan,1,,
49343,50022754,National Trust Wire Egg Run,1,,
49344,50007233,Ergo Deadheader with Finger Loop,1,,
49344,50024471,National Trust Rosemary Leaf and Orange Hand Wash 240ml,1,,
49344,50024473,National Trust Rosemary Leaf and Orange Hand and Body Lotion 240ml,1,,
49344,50036797,National Trust Rosemary Leaf and Orange Lip Balm 15g,1,,
49344,50039695,National Trust Crochet Bumblebee Keyring,1,,
49344,50043703,National Trust Silk Scarf Barrington Woodgrain Grey,1,,
49344,50043713,National Trust Cross Body Bag Barrington Navy,1,,
49344,50043732,National Trust Almond Marzipan Fruits,1,,
49344,50045206,Crochet Robin Keyring,1,,
49344,50045656,National Trust Raspberry-mint and Elderflower Gin Pack,1,,
49345,50037764,National Trust Basket Bag Jute,1,,
49346,300760791,Cast Iron Listening Mouse,1,,
49346,30076080,Bird Cage Tea Light Lantern,1,,
49346,50001514,National Trust Rhubarb and Ginger Jam,1,,
49346,50029559,Snowdonia Dried Oyster Mushrooms,1,,
49346,50036794,National Trust Egg Cup Buckets Set of 4,1,,
49346,50043572,National Trust Christmas Brandy Butter,1,,
49346,50044778,National Trust Gluten Free Oat and Cranberry Biscuits,1,,
49347,30080944,National Trust Christmas Blessings Christmas Cards Pack of 10,1,,
49347,50042803,National Trust Mistletoe Hare Christmas Cards Pack of 10,1,,
49347,50042806,National Trust Large Value Pack Christmas Cards Pack of 30,1,,
49347,50042807,National Trust Garden Christmas Cards Pack of 10,1,,
49348,50028833,National Trust Cat in Snow Christmas Cards Pack of 10,2,,
49349,50001399,National Trust Jelly Beans,2,,
49349,50001878,Bakewell Tart Milk Chocolate Bar,2,,
49349,50002573,Cheese and Chive Nibbles,1,,
49349,50023365,National Trust Sour Cherry Curd,2,,
49349,50023366,National Trust Lemon Curd,1,,
49349,50023368,National Trust Blood Orange Marmalade,1,,
49349,50024448,Salted Caramel Fudge Grab Bag,1,,
49349,50024472,National Trust Rosemary Leaf and Orange Milled Soap 100g,1,,
49349,50033529,National Trust Stem Ginger Biscuits,1,,
49349,50043720,National Trust Biscuits and Christmas Pickle Gift Set,3,,
49349,50044367,National Trust Christmas Pudding Milk Chocolate Bar,1,,
49350,50039095,Small Wonder Gift Coastal Wildflowers,1,,
49350,50042804,National Trust Photographic Year Planner 2020,1,,
49351,50038428,William Morris Strawberry Thief Tote Bag,1,,
49352,50031304,Wool Mouse Nativity Set,1,,
49353,30077618,National Trust Bronze Frith Sculpture Heelis Hare,1,,
49354,50044761,National Trust Leather Backpack Navy,1,,
49355,50031152,Paper Snowflake Hanging Christmas Decoration,3,,
49355,50042544,Hanging Angel Mouse,5,,
49356,50042817,National Trust Family Organiser 2020,1,,
49357,50032341,Individual Annual Gift Membership (aged 26 or over),1,,
49358,50028836,National Trust Berry Wreath Christmas Card Pack of 10,1,,
49358,50042534,National Trust Snowy Forest Christmas Cards Pack of 10,1,,
49358,50042794,National Trust 'Wishing You a Happy Christmas' Christmas Cards Pack of 10,1,,
49359,50043336,National Trust Engagement Diary 2020,1,,
49360,300760791,Cast Iron Listening Mouse,1,,
49361,50023930,National Trust Multi Species Box Stourhead Collection,1,,
49362,50045675,Waterproof Beanie Hat,1,,
49362,500456801,National Trust Hiking Socks Grey,2,,
49362,50045876,Deluxe Comfort Gardening Gloves Large,1,,
49363,50021507,National Trust Yorkshire Mug,1,,
49363,50021508,National Trust  Mug Lake District,1,,
49363,50027358,National Trust Sussex Mug,1,,
49363,50039269,National Trust Heart of England Mug,1,,
49363,50039271,National Trust Isle of Wight and Hampshire Mug,1,,
49363,50042806,National Trust Large Value Pack Christmas Cards Pack of 30,1,,
49365,50042808,National Trust Robert Gillmor Wildlife Prints Calendar 2020,1,,
49367,50029517,National Trust Moonlight Snowfall Christmas Card Pack of 10,1,,
49367,50042799,National Trust Pocket Diary 2020,1,,
49369,30079240,National Trust Mini Flower Press,1,,
49369,30094842,Fairy Garden Magic Painting Book,1,,
49369,50037890,Who's Hiding in the Woods?,1,,
49369,50038416,Sophie Allport for National Trust Double Oven Glove Woodland,1,,
49369,50038524,Out and About Night Explorer,1,,
49369,50039487,Animal Carry Case Jigsaw Puzzle 130 pieces,1,,
49369,50042831,Star Garland Natural Birch,1,,
49369,50043933,National Trust Petworth Trailing Floral Photo Frame,1,,
49369,50044355,Recycled Packable Shopper Alfriston Clergy House Oak Leaf Blue,2,,
49369,50044356,Recycled Packable Shopper Alfriston Clergy House Oak Leaf Khaki,2,,
49369,50045686,National Trust Printed Cotton Shopper Knightshayes Natural,2,,
49369,50046070,National Trust Umbrella Barrington Woodgrain,1,,
49369,50046073,National Trust Luxury Chocolate Shortbread Biscuits,1,,
49370,50023366,National Trust Lemon Curd,2,,
49371,50029517,National Trust Moonlight Snowfall Christmas Card Pack of 10,2,,
49372,50028820,National Trust Moonlit Owl Christmas Cards Pack of 10,1,,
49372,50042533,National Trust Jewel Partridge & Dove Christmas Cards Pack of 10 in 2 designs,1,,
49372,50042803,National Trust Mistletoe Hare Christmas Cards Pack of 10,1,,
49372,50043706,National Trust Silk Scarf Knightshayes Trailing Floral Navy-Tan,1,,
49373,50044366,National Trust Limited Edition Knightshayes Bauble,1,,
49374,50037924,National Trust Herringbone Block Pastel Throw,2,,
49374,50038552,Bright Tweed Check Rug,3,,
49374,50042544,Hanging Angel Mouse,3,,
49374,50042830,Tealight Holder Silver and Gold,3,,
49375,30072523,Gothic Stone Garden Mirror,1,,
49377,50025576,National Trust: I Am the Seed that Grew the Tree - A poem for every day of the year,1,,
49377,50037773,Garden Set Watering Can and Tools,1,,
49377,50044759,My Discovery Telescope,1,,
49377,50047382,National Trust Taste of Christmas Hamper,1,,
49378,50039099,Small Wonder Gift Dormouse,1,,
49379,50032340,Family With Two Adults Annual Gift Membership,1,,
49380,50022759,Bees Wraps Set of 3,1,,
49380,50037773,Garden Set Watering Can and Tools,1,,
49380,50044759,My Discovery Telescope,1,,
49381,50008361,Coffee Logs,2,,
49381,50033217,Horror Pops Assorted,1,,
49381,50042817,National Trust Family Organiser 2020,1,,
49381,50042818,National Trust Square Railway Poster Art Calendar 2020,2,,
49382,30085119,William Morris Strawberry Thief Mug and Tray Set Blue,1,,
49382,50043932,National Trust Knightshayes Jacquard Throw Blue,1,,
49383,50042809,National Trust Lucy Grossmith Countryside Calendar 2020,1,,
49384,50022759,Bees Wraps Set of 3,1,,
49384,50037773,Garden Set Watering Can and Tools,1,,
49384,50044759,My Discovery Telescope,1,,
49385,50028820,National Trust Moonlit Owl Christmas Cards Pack of 10,1,,
49385,50042534,National Trust Snowy Forest Christmas Cards Pack of 10,1,,
49387,50043569,Orange and Ginger Christmas Marmalade,1,,
49388,50006791,National Trust Alex Clark Betty Dog Christmas Cards Pack of 10,15,,
49389,50037773,Garden Set Watering Can and Tools,1,,
49390,30063485,Cast Iron Bird Bath Small,2,,
49390,50023675,National Trust Bee Log Wicken Fen Collection,1,,
49390,50031304,Wool Mouse Nativity Set,1,,
49390,50036985,National Trust Llanerchaeron Buttercup Burnout Scarf Blue,1,,
49390,50043704,National Trust Scarf Petworth Trailing Floral Navy,1,,
49390,50044781,Natural Bamboo Straight Drinking Straws 215mm,1,,
49391,50031159,Wooden Advent Calendar Natural,1,,
49391,50042534,National Trust Snowy Forest Christmas Cards Pack of 10,1,,
49391,50042794,National Trust 'Wishing You a Happy Christmas' Christmas Cards Pack of 10,1,,
49392,50024447,Fudge Grab Bag Assorted,1,,
49392,50036996,National Trust Dark Chocolate 72% Cacao Bar,1,,
49392,50043724,National Trust Orange Peel in Dark Chocolate,1,,
49392,50046073,National Trust Luxury Chocolate Shortbread Biscuits,1,,
49393,50002275,National Trust Sloe Gin Liqueur,1,,
49394,50039098,Small Wonder Gift Red Squirrel,1,,
49394,50039099,Small Wonder Gift Dormouse,1,,
49396,50042817,National Trust Family Organiser 2020,1,,
49397,50045542,Wood and Felt Tree Puzzle,1,,
49398,50038566,Waxed Baseball Cap Sand,1,,
49398,50043720,National Trust Biscuits and Christmas Pickle Gift Set,1,,
49398,500446391,Men's Baker Boy Hat Charcoal,1,,
49399,50042817,National Trust Family Organiser 2020,1,,
49399,50043342,Wooden French Boule Set,1,,
49399,50043343,Tug of War Outdoor Game Set,1,,
49400,50032341,Individual Annual Gift Membership (aged 26 or over),1,,
49401,50029517,National Trust Moonlight Snowfall Christmas Card Pack of 10,2,,
49402,50042804,National Trust Photographic Year Planner 2020,1,,
49403,50039097,Small Wonder Gift Puffins,1,,
49404,50008362,National Trust Fishbone Throw Seafoam Green,1,,
49405,50038874,National Trust Comfort Food,1,,
49407,50042817,National Trust Family Organiser 2020,1,,
49408,50006791,National Trust Alex Clark Betty Dog Christmas Cards Pack of 10,1,,
49408,50042797,National Trust Moonlit Hare Christmas Cards Pack of 10,2,,
49409,50030658,Knitted Beret Hat Navy,1,,
